"","x","y","NDVI","month","year","site","cell","ID"
"71",479070,4072950,0.275000005960464,"08","2012","Grassy_Creek",49744795,"479070_4072950"
"72",479100,4072950,0.205479457974434,"08","2012","Grassy_Creek",49744796,"479100_4072950"
"73",479130,4072950,0.178082197904587,"08","2012","Grassy_Creek",49744797,"479130_4072950"
"74",479160,4072950,0.16666667163372,"08","2012","Grassy_Creek",49744798,"479160_4072950"
"75",479190,4072950,0.189189195632935,"08","2012","Grassy_Creek",49744799,"479190_4072950"
"76",479490,4072950,0.25,"08","2012","Grassy_Creek",49744809,"479490_4072950"
"77",479520,4072950,0.230769231915474,"08","2012","Grassy_Creek",49744810,"479520_4072950"
"78",479550,4072950,0.25842696428299,"08","2012","Grassy_Creek",49744811,"479550_4072950"
"79",479580,4072950,0.326732665300369,"08","2012","Grassy_Creek",49744812,"479580_4072950"
"80",479610,4072950,0.313725501298904,"08","2012","Grassy_Creek",49744813,"479610_4072950"
"81",479100,4072920,0.261904776096344,"08","2012","Grassy_Creek",49752917,"479100_4072920"
"82",479130,4072920,0.184210523962975,"08","2012","Grassy_Creek",49752918,"479130_4072920"
"83",479160,4072920,0.189189195632935,"08","2012","Grassy_Creek",49752919,"479160_4072920"
"84",479190,4072920,0.189873412251472,"08","2012","Grassy_Creek",49752920,"479190_4072920"
"85",479220,4072920,0.209302321076393,"08","2012","Grassy_Creek",49752921,"479220_4072920"
"86",479490,4072920,0.212765961885452,"08","2012","Grassy_Creek",49752930,"479490_4072920"
"87",479520,4072920,0.200000002980232,"08","2012","Grassy_Creek",49752931,"479520_4072920"
"88",479550,4072920,0.25,"08","2012","Grassy_Creek",49752932,"479550_4072920"
"89",479580,4072920,0.297872334718704,"08","2012","Grassy_Creek",49752933,"479580_4072920"
"90",479100,4072890,0.333333343267441,"08","2012","Grassy_Creek",49761038,"479100_4072890"
"91",479130,4072890,0.230769231915474,"08","2012","Grassy_Creek",49761039,"479130_4072890"
"92",479160,4072890,0.200000002980232,"08","2012","Grassy_Creek",49761040,"479160_4072890"
"93",479190,4072890,0.189873412251472,"08","2012","Grassy_Creek",49761041,"479190_4072890"
"94",479220,4072890,0.227272734045982,"08","2012","Grassy_Creek",49761042,"479220_4072890"
"95",479250,4072890,0.204301074147224,"08","2012","Grassy_Creek",49761043,"479250_4072890"
"96",479460,4072890,0.230769231915474,"08","2012","Grassy_Creek",49761050,"479460_4072890"
"97",479490,4072890,0.191489368677139,"08","2012","Grassy_Creek",49761051,"479490_4072890"
"98",479520,4072890,0.212765961885452,"08","2012","Grassy_Creek",49761052,"479520_4072890"
"99",479550,4072890,0.266666680574417,"08","2012","Grassy_Creek",49761053,"479550_4072890"
"100",479580,4072890,0.272727280855179,"08","2012","Grassy_Creek",49761054,"479580_4072890"
"101",479130,4072860,0.234567895531654,"08","2012","Grassy_Creek",49769160,"479130_4072860"
"102",479160,4072860,0.220779225230217,"08","2012","Grassy_Creek",49769161,"479160_4072860"
"103",479190,4072860,0.215189874172211,"08","2012","Grassy_Creek",49769162,"479190_4072860"
"104",479220,4072860,0.200000002980232,"08","2012","Grassy_Creek",49769163,"479220_4072860"
"105",479250,4072860,0.209302321076393,"08","2012","Grassy_Creek",49769164,"479250_4072860"
"106",479280,4072860,0.261904776096344,"08","2012","Grassy_Creek",49769165,"479280_4072860"
"107",479430,4072860,0.230769231915474,"08","2012","Grassy_Creek",49769170,"479430_4072860"
"108",479460,4072860,0.213483139872551,"08","2012","Grassy_Creek",49769171,"479460_4072860"
"109",479490,4072860,0.235955059528351,"08","2012","Grassy_Creek",49769172,"479490_4072860"
"110",479520,4072860,0.255319148302078,"08","2012","Grassy_Creek",49769173,"479520_4072860"
"111",479550,4072860,0.311827957630157,"08","2012","Grassy_Creek",49769174,"479550_4072860"
"112",479160,4072830,0.243902444839478,"08","2012","Grassy_Creek",49777282,"479160_4072830"
"113",479190,4072830,0.238095238804817,"08","2012","Grassy_Creek",49777283,"479190_4072830"
"114",479220,4072830,0.234567895531654,"08","2012","Grassy_Creek",49777284,"479220_4072830"
"115",479250,4072830,0.238095238804817,"08","2012","Grassy_Creek",49777285,"479250_4072830"
"116",479280,4072830,0.24705882370472,"08","2012","Grassy_Creek",49777286,"479280_4072830"
"117",479400,4072830,0.213483139872551,"08","2012","Grassy_Creek",49777290,"479400_4072830"
"118",479430,4072830,0.252747267484665,"08","2012","Grassy_Creek",49777291,"479430_4072830"
"119",479460,4072830,0.218390807509422,"08","2012","Grassy_Creek",49777292,"479460_4072830"
"120",479490,4072830,0.25842696428299,"08","2012","Grassy_Creek",49777293,"479490_4072830"
"121",479520,4072830,0.326086968183517,"08","2012","Grassy_Creek",49777294,"479520_4072830"
"122",479190,4072800,0.219512194395065,"08","2012","Grassy_Creek",49785404,"479190_4072800"
"123",479220,4072800,0.259259253740311,"08","2012","Grassy_Creek",49785405,"479220_4072800"
"124",479250,4072800,0.219512194395065,"08","2012","Grassy_Creek",49785406,"479250_4072800"
"125",479280,4072800,0.238095238804817,"08","2012","Grassy_Creek",49785407,"479280_4072800"
"126",479310,4072800,0.264367818832397,"08","2012","Grassy_Creek",49785408,"479310_4072800"
"127",479370,4072800,0.227272734045982,"08","2012","Grassy_Creek",49785410,"479370_4072800"
"128",479400,4072800,0.252747267484665,"08","2012","Grassy_Creek",49785411,"479400_4072800"
"129",479430,4072800,0.278350502252579,"08","2012","Grassy_Creek",49785412,"479430_4072800"
"130",479460,4072800,0.222222223877907,"08","2012","Grassy_Creek",49785413,"479460_4072800"
"131",479490,4072800,0.25,"08","2012","Grassy_Creek",49785414,"479490_4072800"
"132",479220,4072770,0.195121943950653,"08","2012","Grassy_Creek",49793526,"479220_4072770"
"133",479250,4072770,0.261904776096344,"08","2012","Grassy_Creek",49793527,"479250_4072770"
"134",479280,4072770,0.270588248968124,"08","2012","Grassy_Creek",49793528,"479280_4072770"
"135",479310,4072770,0.264367818832397,"08","2012","Grassy_Creek",49793529,"479310_4072770"
"136",479340,4072770,0.235955059528351,"08","2012","Grassy_Creek",49793530,"479340_4072770"
"137",479370,4072770,0.191011235117912,"08","2012","Grassy_Creek",49793531,"479370_4072770"
"138",479400,4072770,0.230769231915474,"08","2012","Grassy_Creek",49793532,"479400_4072770"
"139",479430,4072770,0.276595741510391,"08","2012","Grassy_Creek",49793533,"479430_4072770"
"140",479460,4072770,0.217391297221184,"08","2012","Grassy_Creek",49793534,"479460_4072770"
"141",479490,4072770,0.209302321076393,"08","2012","Grassy_Creek",49793535,"479490_4072770"
"142",479220,4072740,0.22891566157341,"08","2012","Grassy_Creek",49801647,"479220_4072740"
"143",479250,4072740,0.238095238804817,"08","2012","Grassy_Creek",49801648,"479250_4072740"
"144",479280,4072740,0.279069781303406,"08","2012","Grassy_Creek",49801649,"479280_4072740"
"145",479310,4072740,0.222222223877907,"08","2012","Grassy_Creek",49801650,"479310_4072740"
"146",479340,4072740,0.191011235117912,"08","2012","Grassy_Creek",49801651,"479340_4072740"
"147",479370,4072740,0.191011235117912,"08","2012","Grassy_Creek",49801652,"479370_4072740"
"148",479400,4072740,0.297872334718704,"08","2012","Grassy_Creek",49801653,"479400_4072740"
"149",479430,4072740,0.297872334718704,"08","2012","Grassy_Creek",49801654,"479430_4072740"
"150",479460,4072740,0.204301074147224,"08","2012","Grassy_Creek",49801655,"479460_4072740"
"151",479220,4072710,0.24705882370472,"08","2012","Grassy_Creek",49809768,"479220_4072710"
"152",479250,4072710,0.241379305720329,"08","2012","Grassy_Creek",49809769,"479250_4072710"
"153",479280,4072710,0.225806444883347,"08","2012","Grassy_Creek",49809770,"479280_4072710"
"154",479310,4072710,0.170212760567665,"08","2012","Grassy_Creek",49809771,"479310_4072710"
"155",479340,4072710,0.177777782082558,"08","2012","Grassy_Creek",49809772,"479340_4072710"
"156",479370,4072710,0.222222223877907,"08","2012","Grassy_Creek",49809773,"479370_4072710"
"157",479400,4072710,0.282608687877655,"08","2012","Grassy_Creek",49809774,"479400_4072710"
"158",479430,4072710,0.24731183052063,"08","2012","Grassy_Creek",49809775,"479430_4072710"
"159",479250,4072680,0.232558146119118,"08","2012","Grassy_Creek",49817890,"479250_4072680"
"160",479280,4072680,0.224489793181419,"08","2012","Grassy_Creek",49817891,"479280_4072680"
"161",479310,4072680,0.200000002980232,"08","2012","Grassy_Creek",49817892,"479310_4072680"
"162",479340,4072680,0.239130437374115,"08","2012","Grassy_Creek",49817893,"479340_4072680"
"163",479370,4072680,0.204545453190804,"08","2012","Grassy_Creek",49817894,"479370_4072680"
"164",479220,4072650,0.280898869037628,"08","2012","Grassy_Creek",49826010,"479220_4072650"
"165",479250,4072650,0.227272734045982,"08","2012","Grassy_Creek",49826011,"479250_4072650"
"166",479280,4072650,0.219999998807907,"08","2012","Grassy_Creek",49826012,"479280_4072650"
"167",479310,4072650,0.239130437374115,"08","2012","Grassy_Creek",49826013,"479310_4072650"
"168",479340,4072650,0.264367818832397,"08","2012","Grassy_Creek",49826014,"479340_4072650"
"169",479220,4072620,0.310344815254211,"08","2012","Grassy_Creek",49834131,"479220_4072620"
"170",479250,4072620,0.260869562625885,"08","2012","Grassy_Creek",49834132,"479250_4072620"
"171",479280,4072620,0.232323229312897,"08","2012","Grassy_Creek",49834133,"479280_4072620"
"172",479310,4072620,0.244444444775581,"08","2012","Grassy_Creek",49834134,"479310_4072620"
"173",479190,4072590,0.34042552113533,"08","2012","Grassy_Creek",49842251,"479190_4072590"
"174",479220,4072590,0.340659350156784,"08","2012","Grassy_Creek",49842252,"479220_4072590"
"175",479250,4072590,0.298969060182571,"08","2012","Grassy_Creek",49842253,"479250_4072590"
"176",479280,4072590,0.265306115150452,"08","2012","Grassy_Creek",49842254,"479280_4072590"
"177",479310,4072590,0.252747267484665,"08","2012","Grassy_Creek",49842255,"479310_4072590"
"178",479160,4072560,0.333333343267441,"08","2012","Grassy_Creek",49850371,"479160_4072560"
"179",479190,4072560,0.369565218687057,"08","2012","Grassy_Creek",49850372,"479190_4072560"
"180",479220,4072560,0.375,"08","2012","Grassy_Creek",49850373,"479220_4072560"
"181",479250,4072560,0.340000003576279,"08","2012","Grassy_Creek",49850374,"479250_4072560"
"182",479280,4072560,0.313725501298904,"08","2012","Grassy_Creek",49850375,"479280_4072560"
"183",479130,4072530,0.29268291592598,"08","2012","Grassy_Creek",49858491,"479130_4072530"
"184",479160,4072530,0.348837196826935,"08","2012","Grassy_Creek",49858492,"479160_4072530"
"185",479190,4072530,0.382978737354279,"08","2012","Grassy_Creek",49858493,"479190_4072530"
"186",479220,4072530,0.375,"08","2012","Grassy_Creek",49858494,"479220_4072530"
"187",479250,4072530,0.372549027204514,"08","2012","Grassy_Creek",49858495,"479250_4072530"
"188",479280,4072530,0.3644859790802,"08","2012","Grassy_Creek",49858496,"479280_4072530"
"189",479100,4072500,0.317647069692612,"08","2012","Grassy_Creek",49866611,"479100_4072500"
"190",479130,4072500,0.274725288152695,"08","2012","Grassy_Creek",49866612,"479130_4072500"
"191",479160,4072500,0.360824733972549,"08","2012","Grassy_Creek",49866613,"479160_4072500"
"192",479190,4072500,0.333333343267441,"08","2012","Grassy_Creek",49866614,"479190_4072500"
"193",479220,4072500,0.340909093618393,"08","2012","Grassy_Creek",49866615,"479220_4072500"
"194",479250,4072500,0.3398058116436,"08","2012","Grassy_Creek",49866616,"479250_4072500"
"195",479070,4072470,0.310344815254211,"08","2012","Grassy_Creek",49874731,"479070_4072470"
"196",479100,4072470,0.340909093618393,"08","2012","Grassy_Creek",49874732,"479100_4072470"
"197",479130,4072470,0.347826093435287,"08","2012","Grassy_Creek",49874733,"479130_4072470"
"198",479160,4072470,0.360824733972549,"08","2012","Grassy_Creek",49874734,"479160_4072470"
"199",479190,4072470,0.311827957630157,"08","2012","Grassy_Creek",49874735,"479190_4072470"
"200",479220,4072470,0.276595741510391,"08","2012","Grassy_Creek",49874736,"479220_4072470"
"201",479070,4072440,0.290322571992874,"08","2012","Grassy_Creek",49882852,"479070_4072440"
"202",479100,4072440,0.34736841917038,"08","2012","Grassy_Creek",49882853,"479100_4072440"
"203",479130,4072440,0.405940592288971,"08","2012","Grassy_Creek",49882854,"479130_4072440"
"204",479160,4072440,0.39215686917305,"08","2012","Grassy_Creek",49882855,"479160_4072440"
"205",479190,4072440,0.290322571992874,"08","2012","Grassy_Creek",49882856,"479190_4072440"
"206",479040,4072410,0.306122452020645,"08","2012","Grassy_Creek",49890972,"479040_4072410"
"207",479070,4072410,0.280000001192093,"08","2012","Grassy_Creek",49890973,"479070_4072410"
"208",479100,4072410,0.333333343267441,"08","2012","Grassy_Creek",49890974,"479100_4072410"
"209",479130,4072410,0.396226406097412,"08","2012","Grassy_Creek",49890975,"479130_4072410"
"210",479160,4072410,0.352941185235977,"08","2012","Grassy_Creek",49890976,"479160_4072410"
"211",478680,4072380,0.315315306186676,"08","2012","Grassy_Creek",49899081,"478680_4072380"
"212",478710,4072380,0.297297298908234,"08","2012","Grassy_Creek",49899082,"478710_4072380"
"213",478740,4072380,0.296296298503876,"08","2012","Grassy_Creek",49899083,"478740_4072380"
"214",479040,4072380,0.252525240182877,"08","2012","Grassy_Creek",49899093,"479040_4072380"
"215",479070,4072380,0.245283022522926,"08","2012","Grassy_Creek",49899094,"479070_4072380"
"216",479100,4072380,0.2710280418396,"08","2012","Grassy_Creek",49899095,"479100_4072380"
"217",479130,4072380,0.39215686917305,"08","2012","Grassy_Creek",49899096,"479130_4072380"
"218",478650,4072350,0.310924381017685,"08","2012","Grassy_Creek",49907201,"478650_4072350"
"219",478680,4072350,0.29824560880661,"08","2012","Grassy_Creek",49907202,"478680_4072350"
"220",478710,4072350,0.314814805984497,"08","2012","Grassy_Creek",49907203,"478710_4072350"
"221",478740,4072350,0.327272713184357,"08","2012","Grassy_Creek",49907204,"478740_4072350"
"222",479010,4072350,0.214953273534775,"08","2012","Grassy_Creek",49907213,"479010_4072350"
"223",479040,4072350,0.25862067937851,"08","2012","Grassy_Creek",49907214,"479040_4072350"
"224",479070,4072350,0.229357793927193,"08","2012","Grassy_Creek",49907215,"479070_4072350"
"225",479100,4072350,0.225225225090981,"08","2012","Grassy_Creek",49907216,"479100_4072350"
"226",479130,4072350,0.225225225090981,"08","2012","Grassy_Creek",49907217,"479130_4072350"
"227",478650,4072320,0.286956518888474,"08","2012","Grassy_Creek",49915322,"478650_4072320"
"228",478680,4072320,0.303571432828903,"08","2012","Grassy_Creek",49915323,"478680_4072320"
"229",478710,4072320,0.279279291629791,"08","2012","Grassy_Creek",49915324,"478710_4072320"
"230",478740,4072320,0.302752286195755,"08","2012","Grassy_Creek",49915325,"478740_4072320"
"231",479010,4072320,0.265306115150452,"08","2012","Grassy_Creek",49915334,"479010_4072320"
"232",479040,4072320,0.238095238804817,"08","2012","Grassy_Creek",49915335,"479040_4072320"
"233",479070,4072320,0.25,"08","2012","Grassy_Creek",49915336,"479070_4072320"
"234",479100,4072320,0.28712871670723,"08","2012","Grassy_Creek",49915337,"479100_4072320"
"235",478650,4072290,0.292035400867462,"08","2012","Grassy_Creek",49923443,"478650_4072290"
"236",478680,4072290,0.292035400867462,"08","2012","Grassy_Creek",49923444,"478680_4072290"
"237",478710,4072290,0.303571432828903,"08","2012","Grassy_Creek",49923445,"478710_4072290"
"238",478740,4072290,0.281553387641907,"08","2012","Grassy_Creek",49923446,"478740_4072290"
"239",478980,4072290,0.24731183052063,"08","2012","Grassy_Creek",49923454,"478980_4072290"
"240",479010,4072290,0.22916667163372,"08","2012","Grassy_Creek",49923455,"479010_4072290"
"241",479040,4072290,0.254901975393295,"08","2012","Grassy_Creek",49923456,"479040_4072290"
"242",479070,4072290,0.252336442470551,"08","2012","Grassy_Creek",49923457,"479070_4072290"
"243",479100,4072290,0.320388346910477,"08","2012","Grassy_Creek",49923458,"479100_4072290"
"244",478650,4072260,0.310344815254211,"08","2012","Grassy_Creek",49931564,"478650_4072260"
"245",478680,4072260,0.333333343267441,"08","2012","Grassy_Creek",49931565,"478680_4072260"
"246",478710,4072260,0.315315306186676,"08","2012","Grassy_Creek",49931566,"478710_4072260"
"247",478740,4072260,0.260869562625885,"08","2012","Grassy_Creek",49931567,"478740_4072260"
"248",478950,4072260,0.24705882370472,"08","2012","Grassy_Creek",49931574,"478950_4072260"
"249",478980,4072260,0.252747267484665,"08","2012","Grassy_Creek",49931575,"478980_4072260"
"250",479010,4072260,0.232323229312897,"08","2012","Grassy_Creek",49931576,"479010_4072260"
"251",479040,4072260,0.222222223877907,"08","2012","Grassy_Creek",49931577,"479040_4072260"
"252",479070,4072260,0.256637156009674,"08","2012","Grassy_Creek",49931578,"479070_4072260"
"253",478650,4072230,0.333333343267441,"08","2012","Grassy_Creek",49939685,"478650_4072230"
"254",478680,4072230,0.344827592372894,"08","2012","Grassy_Creek",49939686,"478680_4072230"
"255",478710,4072230,0.320388346910477,"08","2012","Grassy_Creek",49939687,"478710_4072230"
"256",478740,4072230,0.25301206111908,"08","2012","Grassy_Creek",49939688,"478740_4072230"
"257",478920,4072230,0.234567895531654,"08","2012","Grassy_Creek",49939694,"478920_4072230"
"258",478950,4072230,0.25,"08","2012","Grassy_Creek",49939695,"478950_4072230"
"259",478980,4072230,0.24705882370472,"08","2012","Grassy_Creek",49939696,"478980_4072230"
"260",479010,4072230,0.242105260491371,"08","2012","Grassy_Creek",49939697,"479010_4072230"
"261",479040,4072230,0.272727280855179,"08","2012","Grassy_Creek",49939698,"479040_4072230"
"262",479070,4072230,0.313725501298904,"08","2012","Grassy_Creek",49939699,"479070_4072230"
"263",478620,4072200,0.293103456497192,"08","2012","Grassy_Creek",49947805,"478620_4072200"
"264",478650,4072200,0.350877195596695,"08","2012","Grassy_Creek",49947806,"478650_4072200"
"265",478680,4072200,0.327433615922928,"08","2012","Grassy_Creek",49947807,"478680_4072200"
"266",478710,4072200,0.300000011920929,"08","2012","Grassy_Creek",49947808,"478710_4072200"
"267",478740,4072200,0.238095238804817,"08","2012","Grassy_Creek",49947809,"478740_4072200"
"268",478890,4072200,0.240506336092949,"08","2012","Grassy_Creek",49947814,"478890_4072200"
"269",478920,4072200,0.219512194395065,"08","2012","Grassy_Creek",49947815,"478920_4072200"
"270",478950,4072200,0.22891566157341,"08","2012","Grassy_Creek",49947816,"478950_4072200"
"271",478980,4072200,0.230769231915474,"08","2012","Grassy_Creek",49947817,"478980_4072200"
"272",479010,4072200,0.244897961616516,"08","2012","Grassy_Creek",49947818,"479010_4072200"
"273",478590,4072170,0.234782606363297,"08","2012","Grassy_Creek",49955925,"478590_4072170"
"274",478620,4072170,0.275862067937851,"08","2012","Grassy_Creek",49955926,"478620_4072170"
"275",478650,4072170,0.315789461135864,"08","2012","Grassy_Creek",49955927,"478650_4072170"
"276",478680,4072170,0.29824560880661,"08","2012","Grassy_Creek",49955928,"478680_4072170"
"277",478710,4072170,0.277777791023254,"08","2012","Grassy_Creek",49955929,"478710_4072170"
"278",478860,4072170,0.259259253740311,"08","2012","Grassy_Creek",49955934,"478860_4072170"
"279",478890,4072170,0.230769231915474,"08","2012","Grassy_Creek",49955935,"478890_4072170"
"280",478920,4072170,0.223529413342476,"08","2012","Grassy_Creek",49955936,"478920_4072170"
"281",478950,4072170,0.234042555093765,"08","2012","Grassy_Creek",49955937,"478950_4072170"
"282",478980,4072170,0.227722778916359,"08","2012","Grassy_Creek",49955938,"478980_4072170"
"283",479010,4072170,0.244897961616516,"08","2012","Grassy_Creek",49955939,"479010_4072170"
"284",478590,4072140,0.21367521584034,"08","2012","Grassy_Creek",49964046,"478590_4072140"
"285",478620,4072140,0.241379305720329,"08","2012","Grassy_Creek",49964047,"478620_4072140"
"286",478650,4072140,0.263157904148102,"08","2012","Grassy_Creek",49964048,"478650_4072140"
"287",478680,4072140,0.275862067937851,"08","2012","Grassy_Creek",49964049,"478680_4072140"
"288",478710,4072140,0.267857134342194,"08","2012","Grassy_Creek",49964050,"478710_4072140"
"289",478830,4072140,0.26829269528389,"08","2012","Grassy_Creek",49964054,"478830_4072140"
"290",478860,4072140,0.238095238804817,"08","2012","Grassy_Creek",49964055,"478860_4072140"
"291",478890,4072140,0.204545453190804,"08","2012","Grassy_Creek",49964056,"478890_4072140"
"292",478920,4072140,0.178947374224663,"08","2012","Grassy_Creek",49964057,"478920_4072140"
"293",478950,4072140,0.223300963640213,"08","2012","Grassy_Creek",49964058,"478950_4072140"
"294",478980,4072140,0.235294118523598,"08","2012","Grassy_Creek",49964059,"478980_4072140"
"295",478560,4072110,0.180327862501144,"08","2012","Grassy_Creek",49972166,"478560_4072110"
"296",478590,4072110,0.193277314305305,"08","2012","Grassy_Creek",49972167,"478590_4072110"
"297",478620,4072110,0.21367521584034,"08","2012","Grassy_Creek",49972168,"478620_4072110"
"298",478650,4072110,0.220338985323906,"08","2012","Grassy_Creek",49972169,"478650_4072110"
"299",478680,4072110,0.25862067937851,"08","2012","Grassy_Creek",49972170,"478680_4072110"
"300",478800,4072110,0.219512194395065,"08","2012","Grassy_Creek",49972174,"478800_4072110"
"301",478830,4072110,0.223529413342476,"08","2012","Grassy_Creek",49972175,"478830_4072110"
"302",478860,4072110,0.216494843363762,"08","2012","Grassy_Creek",49972176,"478860_4072110"
"303",478890,4072110,0.191919192671776,"08","2012","Grassy_Creek",49972177,"478890_4072110"
"304",478920,4072110,0.191919192671776,"08","2012","Grassy_Creek",49972178,"478920_4072110"
